adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	area_sqkm	version	lang	lang1	lang2	lang3	adm3_ref_name	center_lat	center_lon
3	Lilan	ليلان			44.59578726	35.28317703						Lilan	ليلان			IQG13Q04N02	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Makkhoul	مكحول			43.20512492	35.20143311						Makkhoul	مكحول			IQG16Q03N03	Beygee	بيجي			IQG16Q03	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Mandali	مندلي			45.43959897	33.69084933						Mandali	مندلي			IQG10Q03N01	Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Abu Al-Khaseeb	مركز ابي الخصيب			47.92151232	30.40757149						Markaz Abu Al-Khaseeb	مركز ابي الخصيب			IQG02Q01N02	Abu Al-Khaseeb	ابي الخصيب			IQG02Q01	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Afaq	مركز عفك			45.32779528	32.04919527						Markaz Afaq	مركز عفك			IQG05Q01N03	Afaq	عفك			IQG05Q01	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Ain Al-Tamur	مركز عين التمر			43.53271318	32.48256544						Markaz Ain Al-Tamur	مركز عين التمر			IQG12Q01N01	Ain Al-Tamur	عين التمر			IQG12Q01	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Adhamiya	مركز الاعظمية			44.38489186	33.37580878						Markaz Al-Adhamiya	مركز الاعظمية			IQG08Q01N01	Al-Adhamiya	الاعظمية			IQG08Q01	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Amadiya	مركز العمادية			43.62689556	37.05887701						Markaz Al-Amadiya	مركز العمادية			IQG09Q01N02	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Baaj	مركز البعاج			41.69463182	35.62491001						Markaz Al-Baaj	مركز البعاج			IQG15Q02N01	Al-Baaj	البعاج			IQG15Q02	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Basrah	مركز البصرة			47.76663666	30.45263251						Markaz Al-Basrah	مركز البصرة			IQG02Q02N02	Al-Basrah	البصرة			IQG02Q02	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Chibayish	مركز الجبايش			47.01511917	30.87719083						Markaz Al-Chibayish	مركز الجبايش			IQG17Q01N03	Al-Chibayish	الجبايش			IQG17Q01	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Diwaniya	مركز الديوانية			45.02678658	31.97379637						Markaz Al-Diwaniya	مركز الديوانية			IQG05Q02N04	Al-Diwaniya	الديوانية			IQG05Q02	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Falluja	مركز الفلوجة			43.76852372	33.353018						Markaz Al-Falluja	مركز الفلوجة			IQG01Q01N03	Al-Falluja	الفلوجة			IQG01Q01	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Faw	مركز الفاو			48.46773095	29.91546935						Markaz Al-Faw	مركز الفاو			IQG02Q03N02	Al-Faw	الفاو			IQG02Q03	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Hamdaniya	مركز الحمدانية			43.57934353	36.28041322						Markaz Al-Hamdaniya	مركز الحمدانية			IQG15Q03N03	Al-Hamdaniya	الحمدانية			IQG15Q03	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Hamza	مركز الحمزة			44.9806178	31.58572325						Markaz Al-Hamza	مركز الحمزة			IQG05Q03N03	Al-Hamza	الحمزة			IQG05Q03	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Hawiga	مركز الحويجة			43.84767685	35.37444374						Markaz Al-Hawiga	مركز الحويجة			IQG13Q01N01	Al-Hawiga	الحويجة			IQG13Q01	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Hilla	مركز الحلة			44.50166934	32.47777385						Markaz Al-Hilla	مركز الحلة			IQG07Q02N03	Al-Hilla	الحلة			IQG07Q02	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Hindiya	مركز الهندية			44.16709093	32.46395707						Markaz Al-Hindiya	مركز الهندية			IQG12Q02N02	Al-Hindiya	الهندية			IQG12Q02	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Kadhimiya	مركز الكاظمية			44.31810841	33.36269457						Markaz Al-Kadhimiya	مركز الكاظمية			IQG08Q02N01	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Kahla	مركز الكحلاء			47.30242123	31.64676973						Markaz Al-Kahla	مركز الكحلاء			IQG14Q03N03	Al-Kahla	الكحلاء			IQG14Q03	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Karkh	مركز الكرخ			44.38449719	33.32235703						Markaz Al-Karkh	مركز الكرخ			IQG08Q03N02	Al-Karkh	الكرخ			IQG08Q03	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Khalis	مركز الخالص			44.55483785	33.94327553						Markaz Al-Khalis	مركز الخالص			IQG10Q01N04	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Khidhir	مركز الخضر			45.65162862	31.26050253						Markaz Al-Khidhir	مركز الخضر			IQG03Q01N01	Al-Khidhir	الخضر			IQG03Q01	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Kufa	مركز الكوفة			44.4137014	32.01626529						Markaz Al-Kufa	مركز الكوفة			IQG04Q01N02	Al-Kufa	الكوفة			IQG04Q01	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Kut	مركز الكوت			45.81951837	32.64532735						Markaz Al-Kut	مركز الكوت			IQG18Q02N03	Al-Kut	الكوت			IQG18Q02	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Mada'in	مركز المدائن			44.63942197	33.09404647						Markaz Al-Mada'in	مركز المدائن			IQG08Q04N01	Al-Mada'in	المدائن			IQG08Q04	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Mahawil	مركز المحاويل			44.41419167	32.61977561						Markaz Al-Mahawil	مركز المحاويل			IQG07Q03N01	Al-Mahaweel	المحاويل			IQG07Q03	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Mahmoudiya	مركز المحمودية			44.34900852	33.05284699						Markaz Al-Mahmoudiya	مركز المحمودية			IQG08Q05N01	Al-Mahmoudiya	المحمودية			IQG08Q05	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Maimouna	مركز الميمونة			46.77736393	31.62691051						Markaz Al-Maimouna	مركز الميمونة			IQG14Q04N02	Al-Maimouna	الميمونة			IQG14Q04	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Midaina	مركز المدينة			47.15775506	30.87350478						Markaz Al-Midaina	مركز المدينة			IQG02Q04N02	Al-Midaina	المدينة			IQG02Q04	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Muqdadiya	مركز المقدادية			45.01217059	33.95985706						Markaz Al-Muqdadiya	مركز المقدادية			IQG10Q02N02	Al-Muqdadiya	المقدادية			IQG10Q02	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Najaf	مركز النجف			44.19519559	31.91478628						Markaz Al-Najaf	مركز النجف			IQG04Q03N03	Al-Najaf	النجف			IQG04Q03	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Nasiriya	مركزالناصرية			46.17664758	30.97998877						Markaz Al-Nasiriya	مركزالناصرية			IQG17Q04N02	Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Noamaniya	مركز النعمانية			45.36055845	32.55110841						Markaz Al-Noamaniya	مركز النعمانية			IQG18Q03N02	Al-Namaniya	النعمانية			IQG18Q03	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Qurna	مركز القرنة			47.45641388	30.99968867						Markaz Al-Qurna	مركز القرنة			IQG02Q05N03	Al-Qurna	القرنة			IQG02Q05	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Ramadi	مركز الرمادي			43.0925741	33.41594704						Markaz Al-Ramadi	مركز الرمادي			IQG01Q03N03	Al-Ramadi	الرمادي			IQG01Q03	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Rifai	مركز الرفاعي			46.18303744	31.71965785						Markaz Al-Rifai	مركز الرفاعي			IQG17Q02N03	Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Rumaitha	مركز الرميثة			45.14476548	31.53996155						Markaz Al-Rumaitha	مركز الرميثة			IQG03Q02N05	Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Rutba	مركز الرطبة			40.91864928	32.98822662						Markaz Al-Rutba	مركز الرطبة			IQG01Q04N03	Al-Rutba	الرطبة			IQG01Q04	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Salman	مركز السلمان			45.34806079	30.25071718						Markaz Al-Salman	مركز السلمان			IQG03Q03N01	Al-Salman	السلمان			IQG03Q03	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Shatra	مركز الشطرة			46.18832753	31.43323297						Markaz Al-Shatra	مركز الشطرة			IQG17Q03N01	Al-Shatra	الشطرة			IQG17Q03	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Shikhan	مركز الشيخان			43.36440656	36.61850422						Markaz Al-Shikhan	مركز الشيخان			IQG15Q06N01	Al-Shikhan	الشيخان			IQG15Q06	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Shirqat	مركز الشرقاط			43.17633821	35.47424937						Markaz Al-Shirqat	مركز الشرقاط			IQG16Q02N01	Al-Shirqat	الشرقاط			IQG16Q02	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Suwaira	مركز الصويرة			44.75914458	32.90416279						Markaz Al-Suwaira	مركز الصويرة			IQG18Q04N03	Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Thawra	مركز الثورة			44.46453008	33.38750281						Markaz Al-Thawra	مركز الثورة			IQG08Q07N01	Al-Thawra	الثورة			IQG08Q07	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Al-Zubair	مركز الزبير			47.51622098	30.4441975						Markaz Al-Zubair	مركز الزبير			IQG02Q06N01	Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Ali Al-Gharbi	مركز علي الغربي			46.95611043	32.32819775						Markaz Ali Al-Gharbi	مركز علي الغربي			IQG14Q02N01	Ali Al-Gharbi	علي الغربي			IQG14Q02	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Ana	مركز عنه			41.70429636	33.99864566						Markaz Ana	مركز عنه			IQG01Q05N01	Ana	عنه			IQG01Q05	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Aqra	مركز عقرة			43.83534351	36.75650519						Markaz Aqra	مركز عقرة			IQG15Q01N05	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Badra	مركز بدرة			45.94319114	33.19133246						Markaz Badra	مركز بدرة			IQG18Q05N01	Badra	بدرة			IQG18Q05	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Baladruz	مركز بلدروز			45.0676693	33.55172273						Markaz Baladruz	مركز بلدروز			IQG10Q03N02	Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Beygee	مركز بيجي			43.51684358	34.89702763						Markaz Beygee	مركز بيجي			IQG16Q03N01	Beygee	بيجي			IQG16Q03	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Chamchamal	مركز جمجمال			44.94063936	35.49453518						Markaz Chamchamal	مركز جمجمال			IQG06Q02N02	Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Daquq	مركز داقوق			44.36411863	34.99549076						Markaz Daquq	مركز داقوق			IQG13Q02N02	Daquq	داقوق			IQG13Q02	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Derbendikhan	مركز دربندخان			45.71288115	35.18559939						Markaz Derbendikhan	مركز دربندخان			IQG06Q03N01	Derbendikhan	دربندخان			IQG06Q03	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Dibis	مركز الدبس			44.11116221	35.59158121						Markaz Dibis	مركز الدبس			IQG13Q03N02	Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Duhok	مركز دهوك			42.97512448	36.8540653						Markaz Duhok	مركز دهوك			IQG09Q02N02	Duhok	دهوك			IQG09Q02	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Erbil	مركز اربيل			43.97439285	36.21154474						Markaz Erbil	مركز اربيل			IQG11Q02N02	Erbil	اربيل			IQG11Q02	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Halabja	مركز حلبجة			45.95025635	35.10583685						Markaz Halabja	مركز حلبجة			IQG06Q05N03	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Hatra	مركز الحضر			42.50488617	35.58918402						Markaz Hatra	مركز الحضر			IQG15Q04N01	Al-Hatra	الحضر			IQG15Q04	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Heet	مركز هيت			42.75498215	33.70715733						Markaz Heet	مركز هيت			IQG01Q07N04	Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Kalar	مركز كلار			45.35660503	34.67606408						Markaz Kalar	مركز كلار			IQG06Q06N01	Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Kerbela	مركز كربلاء			43.90836614	32.4900202						Markaz Kerbela	مركز كربلاء			IQG12Q03N01	Kerbela	كربلاء			IQG12Q03	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Khanaqin	مركز خانقين			45.43020979	34.25557909						Markaz Khanaqin	مركز خانقين			IQG10Q05N02	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Kifri	مركز كفري			45.05625388	34.72950919						Markaz Kifri	مركز كفري			IQG10Q06N02	Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Kirkuk	مركز كركوك			44.40411835	35.50955157						Markaz Kirkuk	مركز كركوك			IQG13Q04N06	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Koysinjaq	مركز كويسنجق			44.60426252	36.10153477						Markaz Koysinjaq	مركز كويسنجق			IQG11Q03N03	Koysinjaq	كويسنجق			IQG11Q03	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Makhmour	مركز مخمور			43.50627659	35.82983868						Markaz Makhmour	مركز مخمور			IQG11Q04N02	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Panjwin	مركز بنجوين			45.92220757	35.56288659						Markaz Panjwin	مركز بنجوين			IQG06Q07N02	Panjwin	بنجوين			IQG06Q07	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Pshdar	مركز بشدر			45.19954167	36.20010882						Markaz Pshdar	مركز بشدر			IQG06Q08N03	Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Qalat Saleh	مركز قلعة صالح			47.3825532	31.47937693						Markaz Qalat Saleh	مركز قلعة صالح			IQG14Q06N01	Qalat Saleh	قلعة صالح			IQG14Q06	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Rania	مركز رانية			44.83893995	36.26237064						Markaz Rania	مركز رانية			IQG06Q09N02	Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Rawanduz	مركز راوندوز			44.64965615	36.53529248						Markaz Rawanduz	مركز راوندوز			IQG11Q05N01	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Samarra	مركز سامراء			44.16726844	34.27541594						Markaz Samarra	مركز سامراء			IQG16Q05N03	Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Sharbazher	مركز شهربازار			45.61094092	35.68102398						Markaz Sharbazher	مركز شهربازار			IQG06Q10N02	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Shat Al-Arab	مركز شط العرب			47.8572897	30.75764559						Markaz Shat Al-Arab	مركز شط العرب			IQG02Q07N02	Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Sinjar	مركز سنجار			41.82814015	36.23656363						Markaz Sinjar	مركز سنجار			IQG15Q07N03	Sinjar	سنجار			IQG15Q07	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Sumail	مركز سميل			42.80672165	36.91272729						Markaz Sumail	مركز سميل			IQG09Q03N03	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Telafar	مركز تلعفر			42.45905692	36.25967197						Markaz Telafar	مركز تلعفر			IQG15Q08N01	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Tilkaef	مركز تلكيف			43.10455147	36.50288658						Markaz Tilkaef	مركز تلكيف			IQG15Q09N01	Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Tooz Khurmato	مركز طوز خورماتو			44.70550722	34.9318582						Markaz Tooz Khurmato	مركز طوز خورماتو			IQG16Q07N02	Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Markaz Zakho	مركز زاخو			42.70290767	37.10628729						Markaz Zakho	مركز زاخو			IQG09Q04N01	Zakho	زاخو			IQG09Q04	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Mawat	ماوت			45.40038839	35.83801692						Mawat	ماوت			IQG06Q10N04	Sharbazher	شهربازار			IQG06Q10	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Mazouri Bala	مزوري بالا			44.15898369	37.11902202						Mazouri Bala	مزوري بالا			IQG11Q01N02	Al-Zibar	الزيبار			IQG11Q01	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Mergasur	ميركة سور			44.28826981	36.83796542						Mergasur	ميركة سور			IQG11Q05N05	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Midan	ميدان			45.70267628	34.89949959						Midan	ميدان			IQG10Q05N03	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Mirka	ميركه			45.13203409	36.04780782						Mirka	ميركه			IQG06Q09N01	Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Namroud	نمرود			43.41610009	36.11690099						Namroud	نمرود			IQG15Q03N01	Al-Hamdaniya	الحمدانية			IQG15Q03	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Nawdasht	ناودشت			45.05325731	36.34803819						Nawdasht	ناودشت			IQG06Q08N02	Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Nerwa Rekan	نروة ريكان			43.84792442	37.17298803						Nerwa Rekan	نروة ريكان			IQG09Q01N03	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Outba	عتبة			47.94566197	30.49770749						Outba	عتبة			IQG02Q07N03	Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qalaa't Ansab	قلعة انصاب			44.70551336	33.93523624						Qalaa't Ansab	قلعة انصاب			IQG10Q01N05	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qalat Siker	قلعة السكر			46.07319235	31.83592019						Qalat Siker	قلعة السكر			IQG17Q02N04	Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qara Tabe	قرة تبة			44.89110161	34.44138009						Qara Tabe	قرة تبة			IQG10Q06N03	Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qaradagh	قره داغ			45.47499053	35.33644514						Qaradagh	قره داغ			IQG06Q01N02	Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qaraj	القرج			43.58829802	35.59470958						Qaraj	القرج			IQG11Q04N01	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qaratu	قرة تو			45.53991366	34.61584213						Qaratu	قرة تو			IQG10Q05N05	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qasruk	قسروك			43.54350287	36.68122921						Qasruk	قسروك			IQG15Q06N02	Al-Shikhan	الشيخان			IQG15Q06	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qazanya	قزانية			45.59883639	33.39309865						Qazanya	قزانية			IQG10Q03N03	Baladruz	مندلي			IQG10Q03	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qura Hanjeer	قرة هنجير			44.63234861	35.47243254						Qura Hanjeer	قرة هنجير			IQG13Q04N07	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Qushtappa	قوش تبه			44.01957526	35.95103612						Qushtappa	قوش تبه			IQG11Q02N01	Erbil	اربيل			IQG11Q02	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Rabia	ربيعة			42.23576396	36.69130009						Rabia	ربيعة			IQG15Q08N04	Telafar	تلعفر			IQG15Q08	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Rawa	راوه			42.04865339	34.70270952						Rawa	راوه			IQG01Q05N02	Ana	عنه			IQG01Q05	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Safwan	سفوان			46.86293684	29.89128214						Safwan	سفوان			IQG02Q06N02	Al-Zubair	الزبير			IQG02Q06	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Said Dekhil	سيد خليل			46.4211715	31.17350096						Said Dekhil	سيد خليل			IQG17Q04N03	Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
